accountid,country_code,firstname,lastname,profileid,address,dob,city,zip_code
1235096,usa,Harry,Harvey,986741,"Lisbon,521876",22-02-1994,Richmond,521693
1234874,ind,Andrea,Ellwood,987271,"Boston,521616",22-02-1994,Lisbon,521876
1234816,usa,Hayden,Thorpe,987365,"Kansas City,522754",20-07-1995,Boston,521616
1237030,ind,Freya,Wise,988463,"Murfreesboro,521200",20-08-1995,Kansas City,522754
1235850,usa,Anthony,Yates,986662,"Madrid,521806",22-02-1994,Murfreesboro,521200
1236116,ind,Dakota,Lucas,988362,"Philadelphia,522014",22-02-1994,Madrid,521806
1237403,usa,Faith,Funnell,988517,"Chicago,522048",20-07-1995,Philadelphia,522014
1235644,ind,Morgan,Hall,988512,"Long Beach,522004",20-08-1995,Chicago,522048
1238003,usa,Bob,Davies,986678,"Dallas,521230",22-02-1994,Long Beach,522004
1238861,ind,Sebastian,Gibbons,985015,"Tallahassee,522323",22-02-1994,Dallas,521230
1234849,usa,Dasha,Truscott,986598,"Long Beach,522068",20-07-1995,Tallahassee,522323
1238765,ind,Martin,Oswald,985776,"Sacramento,522681",20-08-1995,Long Beach,522068
1234948,usa,Michaela,Craig,988561,"Springfield,522978",22-02-1994,Sacramento,522681
1236993,ind,Marina,Daniells,986644,"Lyon,521993",22-02-1994,Springfield,522978
1237430,usa,Sydney,Attwood,988263,"Arlington,522498",20-07-1995,Lyon,521993
1236621,ind,Maxwell,Tanner,986839,"Jacksonville,522821",20-08-1995,Arlington,522498
1237895,usa,Erick,Grady,987211,"Minneapolis,521774",22-02-1994,Jacksonville,522821
1237547,ind,Katelyn,Thomas,984890,"Saint Paul,522784",22-02-1994,Minneapolis,521774
1238191,usa,Doug,Hewitt,987725,"Jacksonville,521126",20-07-1995,Saint Paul,522784
1236615,ind,Phoebe,Pearce,987076,"Columbus,521401",20-08-1995,Jacksonville,521126
1236746,usa,Aurelia,Newman,988878,"San Francisco,522129",22-02-1994,Columbus,521401
1236246,ind,Joseph,Brooks,987310,"Colorado Springs,522423",22-02-1994,San Francisco,522129
1235375,usa,Henry,Everett,988622,"Lancaster,521937",20-07-1995,Colorado Springs,522423
1237608,ind,Harvey,Davies,988348,"Glendale,521977",20-08-1995,Lancaster,521937
1238328,usa,Vanessa,Wilkinson,987699,"New York,522259",22-02-1994,Glendale,521977
1235847,ind,Amy,Hobson,985498,"Moreno Valley,522152",22-02-1994,New York,522259
1238832,usa,Mona,Jenkin,988579,"Laredo,522526",20-07-1995,Moreno Valley,522152
1236274,ind,Winnie,Summers,987064,"Berna,522633",20-08-1995,Laredo,522526
1234876,usa,Tiffany,Locke,988465,"Las Vegas,522178",22-02-1994,Berna,522633
1236650,ind,Analise,Blackburn,984651,"Los Angeles,522012",22-02-1994,Las Vegas,522178
1234748,usa,Phillip,Marshall,987641,"Washington,521898",20-07-1995,Los Angeles,522012
1237034,ind,Maria,Patel,985621,"Lisbon,522464",20-08-1995,Washington,521898
1235542,usa,Daniel,Lyon,987692,"Las Vegas,522248",22-02-1994,Lisbon,522464
1235959,ind,Phillip,Atkinson,986970,"Boston,521632",22-02-1994,Las Vegas,522248
1238364,usa,Leroy,Tutton,986198,"Milwaukee,521581",20-07-1995,Boston,521632
1236370,ind,Roger,Addison,985882,"Garland,521422",20-08-1995,Milwaukee,521581
1236190,usa,Cedrick,Marshall,987611,"Milano,521738",22-02-1994,Garland,521422
1237714,ind,Benjamin,Uttley,987439,"Otawa,522830",22-02-1994,Milano,521738
1235149,usa,Josephine,Groves,987968,"Wien,522879",20-07-1995,Otawa,522830
1235219,ind,Domenic,Partridge,984679,"Houston,521818",20-08-1995,Wien,522879
1237535,usa,Matt,Todd,985042,"Charlotte,522440",22-02-1994,Houston,521818
1235476,ind,Caleb,Thorne,988532,"Springfield,521198",22-02-1994,Charlotte,522440
1235923,usa,Adalie,Connell,985128,"Phoenix,521584",20-07-1995,Springfield,521198
1234766,ind,Matthew,Ellison,987312,"Phoenix,522069",20-08-1995,Phoenix,521584
1235623,usa,Julius,Morgan,987296,"Louisville,522000",22-02-1994,Phoenix,522069
1237607,ind,Enoch,Thompson,988176,"Miami,522697",22-02-1994,Louisville,522000
1238993,usa,Hayden,Eaton,985531,"Sacramento,522258",20-07-1995,Miami,522697
1238665,ind,Percy,Yard,986734,"Los Angeles,522496",20-08-1995,Sacramento,522258
1237427,usa,Kaylee,Davies,986840,"St. Louis,522000",22-02-1994,Los Angeles,522496
1238138,ind,Nicholas,Williams,985538,"Bucharest,521222",22-02-1994,St. Louis,522000
1236045,usa,Denny,Weatcroft,988319,"Portland,522133",20-07-1995,Bucharest,521222
1235125,ind,Hank,Quinton,987339,"Toledo,521877",20-08-1995,Portland,522133
1236464,usa,Rihanna,Emmett,985584,"St. Louis,522902",22-02-1994,Toledo,521877
1238797,ind,Scarlett,Yard,987812,"Valetta,522905",22-02-1994,St. Louis,522902
1238179,usa,Eileen,Vallins,988917,"El Paso,521441",20-07-1995,Valetta,522905
1237314,ind,Aiden,Gaynor,988461,"Anaheim,522492",20-08-1995,El Paso,521441
1236956,usa,Carter,Yarwood,986557,"London,521994",22-02-1994,Anaheim,522492
1236031,ind,Anabel,Russell,988723,"Madrid,522094",22-02-1994,London,521994
1238587,usa,Savannah,Widdows,986262,"Glendale,522297",20-07-1995,Madrid,522094
1238801,ind,Aiden,Walker,988356,"Oakland,521469",20-08-1995,Glendale,522297
1236107,usa,Henry,Ebden,988260,"Miami,522255",22-02-1994,Oakland,521469
1235813,ind,Tom,Rowlands,985998,"Irving,521668",22-02-1994,Miami,522255
1238524,usa,Mike,Smith,985823,"Lakewood,522388",20-07-1995,Irving,521668
1237931,ind,Adina,Ebbs,987968,"Madrid,521217",20-08-1995,Lakewood,522388
1237951,usa,Florence,Veale,988966,"Paris,521936",22-02-1994,Madrid,521217
1237551,ind,Kurt,Locke,985099,"Washington,522312",22-02-1994,Paris,521936
1234737,usa,Maxwell,Wright,986731,"Madison,521603",20-07-1995,Washington,522312
1236858,ind,Adina,Jordan,987858,"Santa Ana,522509",20-08-1995,Madison,521603
1237185,usa,Alison,Gates,988514,"San Diego,521884",22-02-1994,Santa Ana,522509
1238964,ind,Johnny,Rust,985477,"Hollywood,521725",22-02-1994,San Diego,521884
1237655,usa,Tara,Seymour,988828,"Quebec,522847",20-07-1995,Hollywood,521725
1236622,ind,Savannah,London,984868,"Worcester,522399",20-08-1995,Quebec,522847
1235414,usa,David,May,986786,"Salt Lake City,521386",22-02-1994,Worcester,522399
1236831,ind,Ethan,Mills,985867,"Kansas City,521331",22-02-1994,Salt Lake City,521386
1236211,usa,Cameron,Bennett,986009,"New York,522252",20-07-1995,Kansas City,521331
1236324,ind,Marla,Harris,987715,"Salt Lake City,521253",20-08-1995,New York,522252
1236854,usa,Valerie,Parr,987882,"Lyon,521323",22-02-1994,Salt Lake City,521253
1237244,ind,Daniel,Kaur,986131,"Escondido,521410",22-02-1994,Lyon,521323
1238556,usa,Josh,Matthews,984623,"Venice,521462",20-07-1995,Escondido,521410
1237673,ind,Catherine,Price,984655,"Toledo,521782",20-08-1995,Venice,521462
1235441,usa,Jackeline,Thorpe,987660,"Stockton,521585",22-02-1994,Toledo,521782
1235140,ind,Tyson,Tyler,985577,"Louisville,521308",22-02-1994,Stockton,521585
1237414,usa,Mavis,Adams,985152,"Fayetteville,521574",20-07-1995,Louisville,521308
1237508,ind,Abdul,Chadwick,988213,"Oklahoma City,521146",20-08-1995,Fayetteville,521574
1236113,usa,Daniel,Radley,985822,"Seattle,522352",22-02-1994,Oklahoma City,521146
1237203,ind,Hayden,Owens,985805,"San Diego,522964",22-02-1994,Seattle,522352
1235907,usa,Chester,Cassidy,985766,"Sacramento,521984",20-07-1995,San Diego,522964
1237020,ind,Noah,Matthews,988325,"Salt Lake City,522806",20-08-1995,Sacramento,521984
1237415,usa,Owen,Murray,988635,"Rome,522067",22-02-1994,Salt Lake City,522806
1235509,ind,Christy,Dwyer,987246,"Columbus,521384",22-02-1994,Rome,522067
1237450,usa,Mark,Raven,985492,"Quebec,522634",20-07-1995,Columbus,521384
1234648,ind,Sebastian,Groves,987666,"Huntsville,521881",20-08-1995,Quebec,522634
1236888,usa,Kieth,Poulton,985832,"Milwaukee,522725",22-02-1994,Huntsville,521881
1235622,ind,Angelique,Murray,986880,"London,521619",22-02-1994,Milwaukee,522725
1236161,usa,Adelaide,Thompson,987646,"Zurich,522312",20-07-1995,London,521619
1234620,ind,Harry,Oakley,984842,"Santa Ana,521286",20-08-1995,Zurich,522312
1238511,usa,Danny,Tyler,987147,"Fort Lauderdale,522671",22-02-1994,Santa Ana,521286
1236080,ind,Holly,Widdows,985395,"New York,522380",22-02-1994,Fort Lauderdale,522671
1238017,usa,Elisabeth,Cameron,985081,"New York,521305",20-07-1995,New York,522380
1237428,ind,Wade,Gonzales,985910,"Bellevue,522513",20-08-1995,New York,521305
1238733,usa,Matt,Ingham,988968,"Long Beach,521505",22-02-1994,Bellevue,522513
1238493,ind,Jocelyn,Lucas,986380,"Henderson,522630",22-02-1994,Long Beach,521505
1237563,usa,Harvey,Whatson,988474,"Glendale,521300",20-07-1995,Henderson,522630
1238472,ind,Danny,Stewart,985855,"St. Louis,522888",20-08-1995,Glendale,521300
1238782,usa,David,Lane,988894,"Omaha,522698",22-02-1994,St. Louis,522888
1236868,ind,Tania,Gibbons,987764,"Tokyo,522960",22-02-1994,Omaha,522698
1236472,usa,Benny,Sinclair,985778,"Madison,522201",20-07-1995,Tokyo,522960
1237846,ind,Agnes,Blackwall,987873,"El Paso,521342",20-08-1995,Madison,522201
1238630,usa,Rita,Davies,985374,"Saint Paul,521795",22-02-1994,El Paso,521342
1234598,ind,Rosalyn,Lindop,984970,"St. Louis,521298",22-02-1994,Saint Paul,521795
1234652,usa,Gemma,Healy,985183,"Phoenix,521173",20-07-1995,St. Louis,521298
1236166,ind,Nate,Redden,986503,"Paris,522731",20-08-1995,Phoenix,521173
1236424,usa,Tony,John,986838,"Berna,521929",22-02-1994,Paris,522731
1234719,ind,Benny,Penn,985781,"Louisville,522814",22-02-1994,Berna,521929
1238823,usa,Darlene,Rothwell,987284,"Phoenix,521320",20-07-1995,Louisville,522814
1236972,ind,Mara,Lomax,985557,"Richmond,521557",20-08-1995,Phoenix,521320
1237307,usa,Gwen,Potter,985763,"Bellevue,522440",22-02-1994,Richmond,521557
1235226,ind,Alexander,Attwood,987730,"El Paso,522591",22-02-1994,Bellevue,522440
1235021,usa,Sofie,Styles,984785,"Chicago,521416",20-07-1995,El Paso,522591
1236819,ind,Rae,Stone,986503,"Albuquerque,522374",20-08-1995,Chicago,521416
1235971,usa,Rocco,Ianson,988298,"Milano,522337",22-02-1994,Albuquerque,522374
1234689,ind,Savannah,Parr,987786,"Laredo,522120",22-02-1994,Milano,522337
1235877,usa,Rosalyn,Parker,986837,"Paris,522381",20-07-1995,Laredo,522120
1237440,ind,Aiden,Kidd,988071,"Innsbruck,522065",20-08-1995,Paris,522381
1235123,usa,Helen,Radcliffe,988803,"Sacramento,522326",22-02-1994,Innsbruck,522065
1234683,ind,Jolene,Bradshaw,988071,"Wien,522732",22-02-1994,Sacramento,522326
1237586,usa,Carter,Watson,985479,"Cincinnati,522452",20-07-1995,Wien,522732
1235667,ind,Phillip,Jones,986398,"Dallas,522807",20-08-1995,Cincinnati,522452
1235950,usa,Leroy,Cadman,988344,"Jacksonville,521892",22-02-1994,Dallas,522807
1237842,ind,Francesca,Edmonds,987879,"Minneapolis,522195",22-02-1994,Jacksonville,521892
1236635,usa,Boris,Woodcock,987930,"Moreno Valley,521622",20-07-1995,Minneapolis,522195
1235583,ind,Hope,Trent,985007,"Huntsville,521737",20-08-1995,Moreno Valley,521622
1235505,usa,Wendy,Redden,986264,"Laredo,521680",22-02-1994,Huntsville,521737
1237261,ind,Barney,Quinton,987141,"Salt Lake City,521801",22-02-1994,Laredo,521680
1238820,usa,Carter,Dann,986644,"Springfield,521683",20-07-1995,Salt Lake City,521801
1237958,ind,Anne,Darcy,985155,"Phoenix,521921",20-08-1995,Springfield,521683
1238257,usa,Josh,Kennedy,988612,"Salem,522020",22-02-1994,Phoenix,521921
1235668,ind,Ruby,Dwyer,988846,"San Antonio,522534",22-02-1994,Salem,522020
1236310,usa,Denis,Norman,985342,"Wien,521594",20-07-1995,San Antonio,522534
1236968,ind,Anabel,Adler,988563,"Sacramento,521959",20-08-1995,Wien,521594
1235452,usa,Angela,Parker,984819,"Glendale,521484",22-02-1994,Sacramento,521959
1236271,ind,Chad,Kirby,984837,"Garland,521583",22-02-1994,Glendale,521484
1236924,usa,Johnny,Bryson,984862,"Hayward,521733",20-07-1995,Garland,521583
1234842,ind,Aeris,Gilbert,987787,"Detroit,521449",20-08-1995,Hayward,521733
1235529,usa,Taylor,Campbell,985444,"Lakewood,522458",22-02-1994,Detroit,521449
1236849,ind,Rosemary,Butler,988282,"San Jose,521674",22-02-1994,Lakewood,522458
1235424,usa,Oliver,Wright,985152,"Kansas City,521480",20-07-1995,San Jose,521674
1236423,ind,Abdul,Ingram,985939,"Bakersfield,521355",20-08-1995,Kansas City,521480
1237147,usa,Michael,Mitchell,988926,"Berlin,521752",22-02-1994,Bakersfield,521355
1235784,ind,Mavis,Butler,986367,"Glendale,521385",22-02-1994,Berlin,521752
1237377,usa,Gina,Shaw,986633,"Omaha,522790",20-07-1995,Glendale,521385
1237491,ind,Alessandra,Grey,986232,"Nashville,521823",20-08-1995,Omaha,522790
1236043,usa,Gil,Harrison,984641,"Lakewood,522204",22-02-1994,Nashville,521823
1238333,ind,Gwenyth,Stewart,984998,"Philadelphia,522559",22-02-1994,Lakewood,522204
1237103,usa,Jack,Rigg,985434,"Long Beach,521675",20-07-1995,Philadelphia,522559
1236783,ind,Sabrina,Ingham,986116,"Phoenix,522831",20-08-1995,Long Beach,521675
1235215,usa,Erin,Weatcroft,988369,"Boston,521347",22-02-1994,Phoenix,522831
1236518,ind,Clarissa,Clayton,987387,"Laredo,522267",22-02-1994,Boston,521347
1238280,usa,Marie,Latham,987793,"Denver,522705",20-07-1995,Laredo,522267
1238920,ind,Rylee,Weldon,984929,"Richmond,521420",20-08-1995,Denver,522705
1238330,usa,Barney,Benson,985219,"Valetta,522824",22-02-1994,Richmond,521420
1235464,ind,Maggie,Fox,985443,"St. Louis,522236",22-02-1994,Valetta,522824
1234678,usa,Ryan,Hepburn,985187,"Baltimore,522679",20-07-1995,St. Louis,522236
1234802,ind,Ron,Evans,985978,"Baltimore,521564",20-08-1995,Baltimore,522679
1235399,usa,John,Moran,987520,"Detroit,521939",22-02-1994,Baltimore,521564
1238220,ind,Anne,Marshall,987325,"Milwaukee,521842",22-02-1994,Detroit,521939
1237349,usa,Karen,Edwards,984651,"London,522149",20-07-1995,Milwaukee,521842
1236927,ind,Daniel,Avery,984627,"Anaheim,522260",20-08-1995,London,522149
1234953,usa,Bethany,Eagle,985389,"Prague,521483",22-02-1994,Anaheim,522260
1238725,ind,Logan,Harris,987958,"Rome,522668",22-02-1994,Prague,521483
1235089,usa,Raquel,Moss,987469,"Colorado Springs,522083",20-07-1995,Rome,522668
1236646,ind,Anabel,Appleton,986194,"Tokyo,521992",20-08-1995,Colorado Springs,522083
1234717,usa,Ellen,Hope,987342,"Pittsburgh,522572",22-02-1994,Tokyo,521992
1238961,ind,Monica,Rothwell,986362,"Fullerton,522969",22-02-1994,Pittsburgh,522572
1235685,usa,Noah,Dixon,987734,"Madrid,522284",20-07-1995,Fullerton,522969
1238117,ind,George,Swift,987120,"Long Beach,522308",20-08-1995,Madrid,522284
1237970,usa,Barry,Williams,984969,"Glendale,521173",22-02-1994,Long Beach,522308
1238026,ind,Maxwell,Cattell,987863,"Tokyo,522177",22-02-1994,Glendale,521173
1236348,usa,Matt,Butler,987414,"Denver,521447",20-07-1995,Tokyo,522177
1235352,ind,Doug,Moran,988242,"Louisville,521382",20-08-1995,Denver,521447
1235189,usa,Chadwick,Goldsmith,987054,"New Orleans,522205",22-02-1994,Louisville,521382
1238177,ind,Carissa,Emerson,986271,"Amarillo,522956",22-02-1994,New Orleans,522205
1234942,usa,Dani,Penn,986213,"Memphis,521261",20-07-1995,Amarillo,522956
1238047,ind,Keira,Jarrett,988772,"Reno,522780",20-08-1995,Memphis,521261
1235909,usa,Candace,Harrison,985105,"Denver,522049",22-02-1994,Reno,522780
1235595,ind,Mabel,Fulton,988727,"Arlington,522749",22-02-1994,Denver,522049
1236194,usa,Emery,Pratt,987961,"Fullerton,521177",20-07-1995,Arlington,522749
1236284,ind,Maxwell,Pope,988911,"New York,521267",20-08-1995,Fullerton,521177
1238213,usa,Analise,Gallacher,988202,"Lancaster,521569",22-02-1994,New York,521267
1238283,ind,Julian,Pope,985638,"Cincinnati,522822",22-02-1994,Lancaster,521569
1237814,usa,Madelyn,Rees,987828,"Columbus,522515",20-07-1995,Cincinnati,522822
1235374,ind,Parker,Rodwell,988595,"Orlando,522323",20-08-1995,Columbus,522515
1235683,usa,Mandy,Whinter,988537,"Tallahassee,522579",22-02-1994,Orlando,522323
1235235,ind,Caleb,Nelson,986557,"Bakersfield,521124",22-02-1994,Tallahassee,522579
1238535,usa,Anabelle,Harvey,988613,"Lakewood,522711",20-07-1995,Bakersfield,521124
1238390,ind,William,Evans,986053,"Denver,521439",20-08-1995,Lakewood,522711
1238728,usa,Hank,Watt,985329,"Moreno Valley,521205",22-02-1994,Denver,521439
1237379,ind,Paige,Rehman,987185,"Las Vegas,522061",22-02-1994,Moreno Valley,521205
1234861,usa,Martin,Rust,986233,"Arlington,522348",20-07-1995,Las Vegas,522061
1237616,ind,Domenic,Bowen,985983,"Escondido,522332",20-08-1995,Arlington,522348
1237981,usa,Chester,Holt,988011,"Paris,522199",22-02-1994,Escondido,522332
1235106,ind,Bryon,Stone,985280,"Tallahassee,522978",22-02-1994,Paris,522199
1237110,usa,Peter,Brown,985453,"Saint Paul,521923",20-07-1995,Tallahassee,522978
1235053,ind,Felicity,Coates,988227,"San Antonio,521695",20-08-1995,Saint Paul,521923
1238761,usa,Emmanuelle,Irwin,987194,"Berlin,521839",22-02-1994,San Antonio,521695
1237720,ind,Noah,Chapman,985801,"Baltimore,522738",22-02-1994,Berlin,521839
1236484,usa,Luke,Johnson,985845,"Bakersfield,522762",20-07-1995,Baltimore,522738
1237662,ind,Cedrick,Varndell,988355,"Ontario,522366",20-08-1995,Bakersfield,522762
1238574,usa,Winnie,Gordon,987220,"Prague,522143",22-02-1994,Ontario,522366
1236785,ind,Cedrick,Jenkins,985456,"Anaheim,522810",22-02-1994,Prague,522143
1238575,usa,Zoe,Burnley,987681,"Fremont,521485",20-07-1995,Anaheim,522810
1236281,ind,Joy,Gray,987374,"San Bernardino,521346",20-08-1995,Fremont,521485
1235385,usa,Denis,Mitchell,988650,"Milwaukee,522792",22-02-1994,San Bernardino,521346
1237746,ind,Josh,Bryant,988549,"Prague,522518",22-02-1994,Milwaukee,522792
1235014,usa,Karen,Hilton,986633,"Worcester,521784",20-07-1995,Prague,522518
1238052,ind,Johnathan,Uttley,988486,"Hollywood,522282",20-08-1995,Worcester,521784
1238892,usa,Danny,Buckley,985785,"Venice,522650",22-02-1994,Hollywood,522282
1235154,ind,Jane,Newman,987795,"Anaheim,522783",22-02-1994,Venice,522650
1234831,usa,Felicity,Eyres,986451,"Murfreesboro,522600",20-07-1995,Anaheim,522783
1238426,ind,Chloe,Nicolas,986950,"Zurich,522297",20-08-1995,Murfreesboro,522600
1235133,usa,Ryan,Edwards,987813,"Garland,521843",22-02-1994,Zurich,522297
1235040,ind,Julian,Campbell,986007,"Louisville,522127",22-02-1994,Garland,521843
1234580,usa,Alexander,Hastings,984627,"Salt Lake City,521866",20-07-1995,Louisville,522127
1238747,ind,Joseph,Andrews,987938,"Omaha,521415",20-08-1995,Salt Lake City,521866
1237353,usa,Denny,Reyes,987927,"Hollywood,522610",22-02-1994,Omaha,521415
1236611,ind,Noemi,Snell,987295,"Reno,522919",22-02-1994,Hollywood,522610
1237504,usa,Vanessa,Sinclair,988062,"Huntsville,522181",20-07-1995,Reno,522919
1237905,ind,Ronald,Stewart,985335,"Worcester,521683",20-08-1995,Huntsville,522181
1235610,usa,Sebastian,Jeffery,984756,"Portland,521920",22-02-1994,Worcester,521683
1237932,ind,Domenic,Willson,985075,"Washington,521263",22-02-1994,Portland,521920
1237693,usa,Chuck,Rossi,988817,"El Paso,522479",20-07-1995,Washington,521263
1237595,ind,Eileen,Moore,988148,"Milwaukee,521334",20-08-1995,El Paso,522479
1235379,usa,Daphne,Samuel,987933,"El Paso,521948",22-02-1994,Milwaukee,521334
1238331,ind,Luke,Osmond,988014,"San Jose,522869",22-02-1994,El Paso,521948
1236119,usa,Faith,Kelly,987867,"Dallas,522663",20-07-1995,San Jose,522869
1237785,ind,Alba,Cassidy,986301,"Berlin,522371",20-08-1995,Dallas,522663
1237313,usa,Peter,Doherty,985866,"Bucharest,522818",22-02-1994,Berlin,522371
1236613,ind,Goldie,Beal,986022,"Berna,521894",22-02-1994,Bucharest,522818
1236032,usa,Michael,Price,986580,"Lyon,521428",20-07-1995,Berna,521894
1235313,ind,Maxwell,Murray,985393,"Zurich,521834",20-08-1995,Lyon,521428
1235792,usa,Sharon,Purvis,988113,"Valetta,522204",22-02-1994,Zurich,521834
1236566,ind,Rose,Ingham,988233,"Long Beach,522639",22-02-1994,Valetta,522204
1235650,usa,Logan,Bell,985206,"Lyon,521924",20-07-1995,Long Beach,522639
1238114,ind,Jennifer,Edwards,988396,"Boston,521550",20-08-1995,Lyon,521924
1237852,usa,Marina,Drummond,987076,"Atlanta,522393",22-02-1994,Boston,521550
1238200,ind,Doug,Gibbons,985396,"Saint Paul,522802",22-02-1994,Atlanta,522393
1238954,usa,Cara,Powell,985906,"Jersey City,521127",20-07-1995,Saint Paul,522802
1235057,ind,Molly,Dobson,988958,"Wien,522738",20-08-1995,Jersey City,521127
1235676,usa,Mina,Fox,988863,"Henderson,521759",22-02-1994,Wien,522738
1236076,ind,Russel,Stanley,988232,"Venice,522233",22-02-1994,Henderson,521759
1235477,usa,Kurt,Bishop,988998,"Cincinnati,522935",20-07-1995,Venice,522233
1238425,ind,Lucas,Stevens,988505,"Indianapolis,521263",20-08-1995,Cincinnati,522935
1237257,usa,Marvin,Hope,984620,"Ontario,521343",22-02-1994,Indianapolis,521263
1236058,ind,Bree,Hopkinson,987734,"Cincinnati,522224",22-02-1994,Ontario,521343
1236970,usa,Danny,Whinter,987372,"Washington,522377",20-07-1995,Cincinnati,522224
1237157,ind,Nathan,Norton,987693,"Kansas City,521713",20-08-1995,Washington,522377
1237012,usa,Fred,Stuart,987089,"Toledo,521779",22-02-1994,Kansas City,521713
1236225,ind,Bethany,Nanton,988309,"Rome,522370",22-02-1994,Toledo,521779
1236086,usa,Harvey,Yates,985509,"Louisville,522943",20-07-1995,Rome,522370
1237258,ind,Chris,Dunbar,985212,"Arlington,521771",20-08-1995,Louisville,522943
1235841,usa,Evie,Gilmour,987803,"Detroit,522023",22-02-1994,Arlington,521771
1235783,ind,Isabella,Utterson,987099,"Fremont,522172",22-02-1994,Detroit,522023
1234791,usa,Danny,Stone,987894,"Portland,521473",20-07-1995,Fremont,522172
1238572,ind,Luke,London,987750,"Colorado Springs,521596",20-08-1995,Portland,521473
1236317,usa,Peter,Parr,986321,"Milwaukee,521642",22-02-1994,Colorado Springs,521596
1235199,ind,Danny,Kelly,986655,"Los Angeles,522531",22-02-1994,Milwaukee,521642
1235501,usa,Russel,Richardson,987468,"Los Angeles,522180",20-07-1995,Los Angeles,522531
1236115,ind,Angela,Gonzales,985321,"Toledo,522700",20-08-1995,Los Angeles,522180
1234911,usa,Claire,Tobin,985379,"Bellevue,521892",22-02-1994,Toledo,522700
1237099,ind,Jenna,Neal,985966,"Amarillo,522842",22-02-1994,Bellevue,521892
1237838,usa,Carmella,Vaughn,988358,"Toledo,522801",20-07-1995,Amarillo,522842
1235681,ind,Melania,Ebden,987913,"Irving,521523",20-08-1995,Toledo,522801
1236167,usa,Anne,Ballard,985374,"Berlin,522307",22-02-1994,Irving,521523
